canonical_question_id,duplicate_group_size,years,sources,source_urls,question_text
cq_000935_a0a2c17fba,1,2025,AfterBoards CUET Business Studies PYQs linked file,https://www.afterboards.in/past-year-questions/cuet-business-studies/2025/slot-17,Which of the following is NOT an importance of controlling?
cq_000936_3a6dd51c00,1,2025,AfterBoards CUET Business Studies PYQs linked file,https://www.afterboards.in/past-year-questions/cuet-business-studies/2025/slot-17,"A software company, approached Rare Consultants Pvt. Ltd. for recruitment of middle level executives. Rare Consultants Pvt. Ltd. advertised the job on a web portal. Which of the following source of recruitment is followed here?"
cq_000937_f85792d3c7,1,2025,AfterBoards CUET Business Studies PYQs linked file,https://www.afterboards.in/past-year-questions/cuet-business-studies/2025/slot-17,"Match List-I with List-II

| List-I | List-II |
| --- | --- |
| Term | Meaning |
| (A) Brand mark | (I) The verbal component of a brand. |
| (B) Brand name | (II) A brand or that part of a brand which is given legal protection. |
| (C) Trade mark | (III) That part of the brand which is not utterable and appears in the form of a symbol, design, distinct color scheme etc.; |
| (D) Brand | (IV) A name, symbol, design or some combination of these, is used to identify the product or services. |

Choose the correct answer from the options given below:"
cq_000938_29e22fe6b9,1,2025,AfterBoards CUET Business Studies PYQs linked file,https://www.afterboards.in/past-year-questions/cuet-business-studies/2025/slot-17,'Coordination among various departments' is related to which step of the organizing process?
cq_000939_d02d4ec8ca,1,2025,AfterBoards CUET Business Studies PYQs linked file,https://www.afterboards.in/past-year-questions/cuet-business-studies/2025/slot-17,Which of the following is not the role of packaging of a product?
cq_000940_1a7125c5c2,1,2025,AfterBoards CUET Business Studies PYQs linked file,https://www.afterboards.in/past-year-questions/cuet-business-studies/2025/slot-17,"""The process whereby an executive develops an orderly pattern of group efforts among his subordinates and secures unity of action"". Identify the highlighted concept:"
cq_000941_0174e10390,1,2025,AfterBoards CUET Business Studies PYQs linked file,https://www.afterboards.in/past-year-questions/cuet-business-studies/2025/slot-17,"Match List-I with List-II

| List-I | List-II |
| --- | --- |
| Financial/Non-Financial Incentives | Examples |
| (A) Job Enrichment | (I) Autonomy and powers to subordinates |
| (B) Retirement benefits | (II) Gratuity |
| (C) Employee Empowerment | (III) Preparing a greater variety of work content |
| (D) Bonus | (IV) Additional incentives over and above the salary/wages. |

Choose the correct answer from the options given below:"
cq_000942_781707f25c,1,2025,AfterBoards CUET Business Studies PYQs linked file,https://www.afterboards.in/past-year-questions/cuet-business-studies/2025/slot-17,Which of the following is NOT the task of top level management?
cq_000943_024d431dbb,1,2025,AfterBoards CUET Business Studies PYQs linked file,https://www.afterboards.in/past-year-questions/cuet-business-studies/2025/slot-17,Which of the following statement is not correct for the relationship between planning and controlling?
cq_000944_f3c10555d4,1,2025,AfterBoards CUET Business Studies PYQs linked file,https://www.afterboards.in/past-year-questions/cuet-business-studies/2025/slot-17,Which of the following is not a component of physical distribution?
cq_000945_34d798187f,1,2025,AfterBoards CUET Business Studies PYQs linked file,https://www.afterboards.in/past-year-questions/cuet-business-studies/2025/slot-17,A firm wants to select employees for the mechanical jobs in the organization. Which of the following test will help the organization in finding out whether a candidate is suitable for a mechanical job?
cq_000946_aa0bb61b2f,1,2025,AfterBoards CUET Business Studies PYQs linked file,https://www.afterboards.in/past-year-questions/cuet-business-studies/2025/slot-17,"Which of the following is not the function of an entrepreneur?

<ol>
<li>Impact on local communities</li>
<li>Decrease the spectrum of economic activities</li>
<li>Generation of employment</li>
<li>Improvement in economic efficiency</li>
</ol>"
cq_000947_434b67287b,1,2025,AfterBoards CUET Business Studies PYQs linked file,https://www.afterboards.in/past-year-questions/cuet-business-studies/2025/slot-17,"Under the Consumer Protection Act 2019, which of the following is not included in the rights of the consumers?"
cq_000948_363eb3a8ef,1,2025,AfterBoards CUET Business Studies PYQs linked file,https://www.afterboards.in/past-year-questions/cuet-business-studies/2025/slot-17,"In order to cope with the competitors, market leader Maruti adopted new technologies for manufacturing their recent models. Which type of plan is highlighted in the above statement?"
cq_000949_b2cc24b041,1,2025,AfterBoards CUET Business Studies PYQs linked file,https://www.afterboards.in/past-year-questions/cuet-business-studies/2025/slot-17,Which of the following consumer right is highlighted from the above statement?
cq_000950_af296df74c,1,2025,AfterBoards CUET Business Studies PYQs linked file,https://www.afterboards.in/past-year-questions/cuet-business-studies/2025/slot-17,"Arrange the following steps of organizing process in the correct sequence:

(A) Duty assignment

(B) Dividing work into manageable activities

(C) The activities of a similar nature are grouped together.

(D) Creating authority and responsibility relationship

Choose the correct answer from the options given below:"
cq_000951_0ccb98bb04,1,2025,AfterBoards CUET Business Studies PYQs linked file,https://www.afterboards.in/past-year-questions/cuet-business-studies/2025/slot-17,"The systematic effort to delegate to the lowest level, all authority except that which can be exercised at central points is called: <ol><li>Decentralisation</li><li>Delegation</li><li>Centralisation</li><li>Departmentalisation</li></ol>"
cq_000952_d5f39a0b5f,1,2025,AfterBoards CUET Business Studies PYQs linked file,https://www.afterboards.in/past-year-questions/cuet-business-studies/2025/slot-17,"A sales manager's salary is Rs. 50,000, but he also receives a 2.5% commission if the sale increases from 3500 units.
Identify the type of cost highlighted here:"
cq_000953_d4e766ba72,1,2025,AfterBoards CUET Business Studies PYQs linked file,https://www.afterboards.in/past-year-questions/cuet-business-studies/2025/slot-17,"""Involving employees in decision making of the issues related to them"". Identify the type of incentive discussed in the aforesaid statement?"
cq_000954_505f8eca69,1,2025,AfterBoards CUET Business Studies PYQs linked file,https://www.afterboards.in/past-year-questions/cuet-business-studies/2025/slot-17,Which among the following is not an element of the marketing mix?
cq_000955_a33f09415c,1,2025,AfterBoards CUET Business Studies PYQs linked file,https://www.afterboards.in/past-year-questions/cuet-business-studies/2025/slot-17,Arrange the following steps of the planning process in the correct sequence: <br/><br/>(A) Objective setting <br/>(B) Alternative identification <br/>(C) Alternative evaluation <br/>(D) Alternative selection <br/><br/>Choose the correct answer from the options given below:
cq_000956_110bc16237,1,2025,AfterBoards CUET Business Studies PYQs linked file,https://www.afterboards.in/past-year-questions/cuet-business-studies/2025/slot-17,"### Match ListâI with ListâII

| ListâI | ListâII |
|----------------------|--------------------------------------------------------------------------|
| (A) Planning | (I) Reduces overlapping and wasteful activities |
| (B) Organizing | (II) Correction of employee performance so that group goals are accomplished |
| (C) Directing | (III) Identifying and grouping activities to establish coordinated relationships |
| (D) Controlling | (IV) Supervising the work of subordinates to ensure that it conforms to plans |

**Choose the correct answer from the options given below:**"
cq_000957_58ad792670,1,2025,AfterBoards CUET Business Studies PYQs linked file,https://www.afterboards.in/past-year-questions/cuet-business-studies/2025/slot-17,"Which of the following are not the elements of product mix ?

(A) Product cost

(B) Branding

(C) Labelling

(D) Advertising

Choose the correct answer from the options given below:"
cq_000958_2f17dc8ad9,1,2025,AfterBoards CUET Business Studies PYQs linked file,https://www.afterboards.in/past-year-questions/cuet-business-studies/2025/slot-17,"Arrange the various activities involved in the process of recruitment in the correct sequence:

<ol type=""A"">
<li>Inviting applications</li>
<li>Assessment of validity of various recruitment sources</li>
<li>Identification of the different sources of labour supply</li>
<li>Choosing the most suitable source</li>
</ol>

Choose the correct answer from the options given below:"
cq_000959_859d13fd14,1,2025,AfterBoards CUET Business Studies PYQs linked file,https://www.afterboards.in/past-year-questions/cuet-business-studies/2025/slot-17,"""Rakesh, a musician, composes music by using notes in a creative manner that is entirely based on his own interpretation"". This statement highlights which aspect of nature of management?"
cq_000960_68654cfd76,1,2025,AfterBoards CUET Business Studies PYQs linked file,https://www.afterboards.in/past-year-questions/cuet-business-studies/2025/slot-17,"Seema purchased a TV for Rs. $15000$, and she found that it was not working properly. Despite efforts, Seema was not able to file a complaint. Which of the following consumer rights has been violated in this case?"
cq_000961_61c7cc356b,1,2025,AfterBoards CUET Business Studies PYQs linked file,https://www.afterboards.in/past-year-questions/cuet-business-studies/2025/slot-17,"The production foreman, a native of South India, got transferred to a city in North India. His words, tone and accent could not be understood by the shop floor workers. Identify the category of communication barrier discussed here?"
cq_000962_d562414db1,1,2025,AfterBoards CUET Business Studies PYQs linked file,https://www.afterboards.in/past-year-questions/cuet-business-studies/2025/slot-17,"Which of the following is not included in semantic barriers to communication?

(A) Un-clarified assumptions

(B) Distrust

(C) Poor retention

(D) Technical jargon

Choose the correct answer from the options given below:"
cq_000963_b0287b20dd,1,2025,AfterBoards CUET Business Studies PYQs linked file,https://www.afterboards.in/past-year-questions/cuet-business-studies/2025/slot-17,'The Punjabi women prefer suits while Bengali women mostly prefer sarees'. Identify the feature of business environment discussed in this statement:
cq_000964_aa0821520c,1,2025,AfterBoards CUET Business Studies PYQs linked file,https://www.afterboards.in/past-year-questions/cuet-business-studies/2025/slot-17,"Which of the following statements are not correct regarding the sales promotion?

(A) Sales promotions refer to long-term incentives, which are designed to encourage the buyers to make an immediate purchase.
(B) Sales promotion includes advertising, personal selling and publicity.
(C) Publicity is an important tool for sales promotion.
(D) Sales promotion tools involve two-way communication.

Choose the correct answer from the options given below:"
cq_000965_8a7a1c2b40,1,2025,AfterBoards CUET Business Studies PYQs linked file,https://www.afterboards.in/past-year-questions/cuet-business-studies/2025/slot-17,Which of the following is NOT a feature of Critical Point Control and Management by Exception?
cq_000966_d2d2ecade1,1,2025,AfterBoards CUET Business Studies PYQs linked file,https://www.afterboards.in/past-year-questions/cuet-business-studies/2025/slot-17,"""Entrepreneurship is a step by step activity requiring skill, knowledge and competency."" Which of the following characteristics of entrepreneurship supports this statement?"
cq_000967_44197f8e31,1,2025,AfterBoards CUET Business Studies PYQs linked file,https://www.afterboards.in/past-year-questions/cuet-business-studies/2025/slot-17,"Match List-I with List-II

| List-I | List-II |
| --- | --- |
| Dimensions of business environment | Their components |
| (A) Social Environment | (I) Agricultural and industrial production trends |
| (B) Political Environment | (II) Consumption habits |
| (C) Economic Environment | (III) Government intervention in business |
| (D) Technological Environment | (IV) Food preservatives |

Choose the correct answer from the options given below:"
cq_000968_1b7a6def5a,1,2025,AfterBoards CUET Business Studies PYQs linked file,https://www.afterboards.in/past-year-questions/cuet-business-studies/2025/slot-17,"Identify the correct sequence of controlling process in management:

(A) Deviation analysis

(B) Setting standards

(C) Comparison of actual performance with standards

(D) Performance measurement

Choose the correct answer from the options given below:"
cq_000969_8df3120b49,1,2025,AfterBoards CUET Business Studies PYQs linked file,https://www.afterboards.in/past-year-questions/cuet-business-studies/2025/slot-17,"Match List-I with List-II

| List-I | List-II |
| --- | --- |
| Types of plan | Meaning |
| (A) Objectives | (I) Specific statements that inform what is to be done. |
| (B) Policy | (II) Broad contours of an organization's business. |
| (C) Strategies | (III) Ends that the management seeks to achieve. |
| (D) Rule | (IV) Provides a basis for interpreting the strategy. |

Choose the correct answer from the options given below:"
cq_000970_3a0b39bdd5,1,2025,AfterBoards CUET Business Studies PYQs linked file,https://www.afterboards.in/past-year-questions/cuet-business-studies/2025/slot-17,"Which of the following is/are not single-use plans?

(A) Budgets
(B) Rules
(C) Programmes
(D) Projects

Choose the correct answer from the options given below:"
cq_000971_a4d7e1bab6,1,2025,AfterBoards CUET Business Studies PYQs linked file,https://www.afterboards.in/past-year-questions/cuet-business-studies/2025/slot-17,"""Ashima rewarded the employees for meeting the standard output"". Identify the technique of scientific management which is followed in this statement?"
cq_000972_152aee74f5,1,2025,AfterBoards CUET Business Studies PYQs linked file,https://www.afterboards.in/past-year-questions/cuet-business-studies/2025/slot-17,"""Anmol Bakers' has defined processes that ensure the food they deliver to their customers has the same level of quality in every chain or franchise"". Which of the following technique of scientific management is stated here?"
cq_000973_4277926898,1,2025,AfterBoards CUET Business Studies PYQs linked file,https://www.afterboards.in/past-year-questions/cuet-business-studies/2025/slot-17,"""The standard method was developed taking into consideration all parameters"". Which of the following technique of scientific management is highlighted in this statement?"
cq_000974_15d002a3d6,1,2025,AfterBoards CUET Business Studies PYQs linked file,https://www.afterboards.in/past-year-questions/cuet-business-studies/2025/slot-17,"""Ashima believed that the employees should be scientifically selected and adequate training should be given to increase their efficiency"". Name the principle of scientific management highlighted in this statement?"
cq_000975_152a382dd2,1,2025,AfterBoards CUET Business Studies PYQs linked file,https://www.afterboards.in/past-year-questions/cuet-business-studies/2025/slot-17,"""She wanted to develop a standard method which would be followed throughout the organisation"". Identify the principle of scientific management highlighted in this statement?"
cq_000976_9b2cd0fa0a,1,2025,AfterBoards CUET Business Studies PYQs linked file,https://www.afterboards.in/past-year-questions/cuet-business-studies/2025/slot-17,"Identify the incorrect statement related to the decision of investing in a land by the company, from the options given below:"
cq_000977_9f79650cdc,1,2025,AfterBoards CUET Business Studies PYQs linked file,https://www.afterboards.in/past-year-questions/cuet-business-studies/2025/slot-17,The decision considered by the management in the above case is related to:
cq_000978_ffc6dd223f,1,2025,AfterBoards CUET Business Studies PYQs linked file,https://www.afterboards.in/past-year-questions/cuet-business-studies/2025/slot-17,Which of the following decision is being considered by the management in the above case?
cq_000979_d6cef49b55,1,2025,AfterBoards CUET Business Studies PYQs linked file,https://www.afterboards.in/past-year-questions/cuet-business-studies/2025/slot-17,Which of the following is not affected by the decision being considered by the management?
cq_000980_e72149edf1,1,2025,AfterBoards CUET Business Studies PYQs linked file,https://www.afterboards.in/past-year-questions/cuet-business-studies/2025/slot-17,Which of the following is not a factor affecting the important decision being discussed in the passage above?
cq_000981_de26e0a054,1,2025,AfterBoards CUET Business Studies PYQs linked file,https://www.afterboards.in/past-year-questions/cuet-business-studies/2025/slot-18,"Match List-I with List-II

| List-I | List-II |
| --- | --- |
| Type of Plan | Description |
| (A) Strategy | (I) It is a statement of expected results expressed in numerical terms. |
| (B) Policy | (II) It is a general statement that guides thinking or channelizes energies. |
| (C) Rule | (III) It provides the broad contours of an organisation's business. |
| (D) Budget | (IV) It is a specific statement that tells what is to be done. |

Choose the correct answer from the options given below:"
cq_000982_66a3c8f2b2,1,2025,AfterBoards CUET Business Studies PYQs linked file,https://www.afterboards.in/past-year-questions/cuet-business-studies/2025/slot-18,Which of the following is NOT a Consumer right under Consumer Protection Act 2019?
cq_000983_61a2320b2f,1,2025,AfterBoards CUET Business Studies PYQs linked file,https://www.afterboards.in/past-year-questions/cuet-business-studies/2025/slot-18,Which among the following does NOT relate with the nature of principles of management?
cq_000984_76cd26d76c,1,2025,AfterBoards CUET Business Studies PYQs linked file,https://www.afterboards.in/past-year-questions/cuet-business-studies/2025/slot-18,Which of the following is NOT the importance of consumer protection from the point of view of business?
cq_000985_c36e16879b,1,2025,AfterBoards CUET Business Studies PYQs linked file,https://www.afterboards.in/past-year-questions/cuet-business-studies/2025/slot-18,"A 'never say die' attitude, not giving up easily, striving continuously until success is achieved, represents which among the following competencies?"
cq_000986_466b84160b,1,2025,AfterBoards CUET Business Studies PYQs linked file,https://www.afterboards.in/past-year-questions/cuet-business-studies/2025/slot-18,"Identify the process from the options given below, that classifies the products into different groups, on the basis of the quality, size, etc."
cq_000987_3868ce61b9,1,2025,AfterBoards CUET Business Studies PYQs linked file,https://www.afterboards.in/past-year-questions/cuet-business-studies/2025/slot-18,"Which of the following represents the scientific principles of F W Taylor?
(A) Science, not rule of thumb
(B) Harmony, not discord
(C) Cooperation, not individualism
(D) Development of each and every person to his/her greatest efficiency and prosperity.
Choose the correct answer from the options given below:"
cq_000988_bc978a26ec,1,2025,AfterBoards CUET Business Studies PYQs linked file,https://www.afterboards.in/past-year-questions/cuet-business-studies/2025/slot-18,"Identify from the options given below, the correct characteristic of a good brand name."
cq_000989_ea3b8da3a9,1,2025,AfterBoards CUET Business Studies PYQs linked file,https://www.afterboards.in/past-year-questions/cuet-business-studies/2025/slot-18,"Which of the following are the types of plan?

(A) Rule

(B) Policy

(C) Strategy

(D) Vision

Choose the correct answer from the options given below:"
cq_000990_12227379fe,1,2025,AfterBoards CUET Business Studies PYQs linked file,https://www.afterboards.in/past-year-questions/cuet-business-studies/2025/slot-18,Which of the following does not relate to the features of leadership?
cq_000991_425418a8d5,1,2025,AfterBoards CUET Business Studies PYQs linked file,https://www.afterboards.in/past-year-questions/cuet-business-studies/2025/slot-18,"Arrange the following elements of the communication process in a logical sequence.

(A) Receiver
(B) Encoding
(C) Media
(D) Decoding

Choose the correct answer from the options given below:"
cq_000992_79cbab304d,1,2025,AfterBoards CUET Business Studies PYQs linked file,https://www.afterboards.in/past-year-questions/cuet-business-studies/2025/slot-18,"Arrange the following elements of the organising process in a logical sequence.

(A) Assigning duties to personnel

(B) Dividing the work into manageable activities

(C) Creating a clear hierarchical structure

(D) Grouping similar activities

Choose the correct answer from the options given below:"
cq_000993_d45a3afe08,1,2025,AfterBoards CUET Business Studies PYQs linked file,https://www.afterboards.in/past-year-questions/cuet-business-studies/2025/slot-18,Which concept of controlling is referred to as 'control by exception'?
cq_000994_afb66dafd8,1,2025,AfterBoards CUET Business Studies PYQs linked file,https://www.afterboards.in/past-year-questions/cuet-business-studies/2025/slot-18,"Arrange the following steps of controlling process in a logical sequence.

(A) Measuring actual performance

(B) Setting the standards

(C) Using Critical Point Control and Management by Exception

(D) Making comparison of actual performance with standards

Choose the correct answer from the options given below:"
cq_000995_b681aad1d5,1,2025,AfterBoards CUET Business Studies PYQs linked file,https://www.afterboards.in/past-year-questions/cuet-business-studies/2025/slot-18,Which among the following is NOT a point of the importance of communication in management?
cq_000996_f5f38286b4,1,2025,AfterBoards CUET Business Studies PYQs linked file,https://www.afterboards.in/past-year-questions/cuet-business-studies/2025/slot-18,Which of the following is not the function of consumer organizations and NGOs for the protection and promotion of the interests of consumers?
cq_000997_78e8ea691c,1,2025,AfterBoards CUET Business Studies PYQs linked file,https://www.afterboards.in/past-year-questions/cuet-business-studies/2025/slot-18,"Identify from the options given below, which is not the basic feature of a profession."
cq_000998_7dd554e85b,1,2025,AfterBoards CUET Business Studies PYQs linked file,https://www.afterboards.in/past-year-questions/cuet-business-studies/2025/slot-18,"Arrange the following steps of the entrepreneurship development process in a logical sequence.

(A) Launching the venture

(B) Appraisal by the funding agencies

(C) Developing a business plan

(D) Identifying entrepreneurial opportunities

Choose the correct answer from the options given below:"
cq_000999_5c9d311bff,1,2025,AfterBoards CUET Business Studies PYQs linked file,https://www.afterboards.in/past-year-questions/cuet-business-studies/2025/slot-18,Which among the following organization arises because of the 'network of social relationships among the employees'?
cq_001000_a8017cf7d9,1,2025,AfterBoards CUET Business Studies PYQs linked file,https://www.afterboards.in/past-year-questions/cuet-business-studies/2025/slot-18,Foremen work at which level of management?
cq_001001_c9c605dd8d,1,2025,AfterBoards CUET Business Studies PYQs linked file,https://www.afterboards.in/past-year-questions/cuet-business-studies/2025/slot-18,"Match List-I with List-II

| List-I | List-II |
| --- | --- |
| <b>Consumer Right</b> | <b>Description</b> |
| (A) Right to be informed | (I) Freedom to access a variety of products at competitive prices. |
| (B) Right to consumer education | (II) Right to know everything about the product such as price, ingredients etc. |
| (C) Right to choose/be assured | (III) Right to get relief against unfair trade practices. |
| (D) Right to seek redressal | (IV) Right to acquire knowledge and to be a well-informed consumer. |

Choose the correct answer from the options given below:"
cq_001002_bd960031de,1,2025,AfterBoards CUET Business Studies PYQs linked file,https://www.afterboards.in/past-year-questions/cuet-business-studies/2025/slot-18,Which among the following is NOT a characteristic of management?
cq_001003_f74100ae1f,1,2025,AfterBoards CUET Business Studies PYQs linked file,https://www.afterboards.in/past-year-questions/cuet-business-studies/2025/slot-18,Which of the following is not the benefits of proper staffing to the organization?
cq_001004_19e2eef8c6,1,2025,AfterBoards CUET Business Studies PYQs linked file,https://www.afterboards.in/past-year-questions/cuet-business-studies/2025/slot-18,Which of the following is NOT a step of the process of planning?
cq_001005_1fd3a9dcfd,1,2025,AfterBoards CUET Business Studies PYQs linked file,https://www.afterboards.in/past-year-questions/cuet-business-studies/2025/slot-18,Which of the following is NOT related to the structure of formal organization?
cq_001006_f7e6cc658d,1,2025,AfterBoards CUET Business Studies PYQs linked file,https://www.afterboards.in/past-year-questions/cuet-business-studies/2025/slot-18,"Which of the following points summarise the nature of principles of management?

(A) Universal applicability

(B) Rigidity

(C) Contingent

(D) Mainly behavioral

Choose the correct answer from the options given below:"
cq_001007_3ef9dfedb3,1,2025,AfterBoards CUET Business Studies PYQs linked file,https://www.afterboards.in/past-year-questions/cuet-business-studies/2025/slot-18,"Identify the incorrect statement related to ""difference between delegation and decentralisation""."
cq_001008_a38931550b,1,2025,AfterBoards CUET Business Studies PYQs linked file,https://www.afterboards.in/past-year-questions/cuet-business-studies/2025/slot-18,Which of the following are NOT the benefits for effective delegation?
cq_001009_0c9f8f9079,1,2025,AfterBoards CUET Business Studies PYQs linked file,https://www.afterboards.in/past-year-questions/cuet-business-studies/2025/slot-18,"Match List-I with List-II

| List-I | List-II |
| --- | --- |
| Features of business environment | Description |
| (A) Uncertainty | (I) The business environment keeps on changing, whether in terms of technological improvement or shifts in consumer preferences. |
| (B) Complexity | (II) The business environment is very difficult to predict. |
| (C) Dynamic Nature | (III) It is difficult to comprehend at once what exactly constitutes a given business environment. |
| (D) Inter-relatedness | (IV) Increased life expectancy of people and increased awareness for health care have increased the demand for many health products. |

Choose the correct answer from the options given below:"
cq_001010_03d3e468d9,1,2025,AfterBoards CUET Business Studies PYQs linked file,https://www.afterboards.in/past-year-questions/cuet-business-studies/2025/slot-18,Identify the concept of management that binds all other functions of management?
cq_001011_c7862f8c9d,1,2025,AfterBoards CUET Business Studies PYQs linked file,https://www.afterboards.in/past-year-questions/cuet-business-studies/2025/slot-18,"Which of the following are the guiding principles of directing?
(A) Managerial communication
(B) Unity of Command
(C) Use of informal organisation
(D) Follow through

Choose the correct answer from the options given below:"
cq_001012_fe06092095,1,2025,AfterBoards CUET Business Studies PYQs linked file,https://www.afterboards.in/past-year-questions/cuet-business-studies/2025/slot-18,"Which of the following points represents the correct relationship between planning and controlling?
(A) Planning and controlling are separable twins of management.
(B) Planning and controlling are inseparable twins of management.
(C) Controlling could be accomplished without planning.
(D) Planning without controlling is meaningless.
Choose the correct answer from the options given below:"
cq_001013_5ad5d61204,1,2025,AfterBoards CUET Business Studies PYQs linked file,https://www.afterboards.in/past-year-questions/cuet-business-studies/2025/slot-18,"Match List-I with List-II

| List-I | List-II |
| --- | --- |
| Need | Example |
| (A) Basic Physiological Needs | (I) Friends and neighbours |
| (B) Belongingness Needs | (II) Shelter and meal |
| (C) Self Actualisation Needs | (III) Earning Stability |
| (D) Safety | (IV) Fulfillment of a long-cherished dream |

Choose the correct answer from the options given below:"
cq_001014_37791ae7c9,1,2025,AfterBoards CUET Business Studies PYQs linked file,https://www.afterboards.in/past-year-questions/cuet-business-studies/2025/slot-18,"Arrange the following steps involved in staffing process in a logical sequence.
(A) Conducting aptitude test
(B) Inviting candidates to apply for the job
(C) Estimating the manpower requirement
(D) Familiarisation of an employee with the existing employee is done.

Choose the correct answer from the options given below:"
cq_001015_368bff34a5,1,2025,AfterBoards CUET Business Studies PYQs linked file,https://www.afterboards.in/past-year-questions/cuet-business-studies/2025/slot-18,_______ is the process of ensuring that actual activities conform to planned activities.
cq_001016_1dfec08573,1,2025,AfterBoards CUET Business Studies PYQs linked file,https://www.afterboards.in/past-year-questions/cuet-business-studies/2025/slot-18,Which of the following is not the merit while filling vacancies in higher jobs from within the organization?
cq_001017_27397f7956,1,2025,AfterBoards CUET Business Studies PYQs linked file,https://www.afterboards.in/past-year-questions/cuet-business-studies/2025/slot-18,Which among the following does NOT relate with the objectives of management?
cq_001018_3a3aef3c3c,1,2025,AfterBoards CUET Business Studies PYQs linked file,https://www.afterboards.in/past-year-questions/cuet-business-studies/2025/slot-18,"Match List-I with List-II

| List-I | List-II |
| --- | --- |
| Principle | Description |
| (A) Order | (I) A chain of authority and communication should be in place. |
| (B) Equity | (II) People and materials must be in suitable places at appropriate time for maximum efficiency. |
| (C) Discipline | (III) Employees should be treated as fairly as possible. |
| (D) Scalar Chain | (IV) Obedience to organisational rules and employment agreement. |

Choose the correct answer from the options given below:"
cq_001019_e16db77dfc,1,2025,AfterBoards CUET Business Studies PYQs linked file,https://www.afterboards.in/past-year-questions/cuet-business-studies/2025/slot-18,"Which among the following is NOT a feature of the business environment?

1. Static nature
2. Relativity
3. Specific and general forces
4. Totality of external forces"
cq_001020_8a59682f85,1,2025,AfterBoards CUET Business Studies PYQs linked file,https://www.afterboards.in/past-year-questions/cuet-business-studies/2025/slot-18,Which among the following is NOT related with the benefits of planning?
cq_001021_8ec7653e7e,1,2025,AfterBoards CUET Business Studies PYQs linked file,https://www.afterboards.in/past-year-questions/cuet-business-studies/2025/slot-18,"""Since it will be a trading business, it needs lower investment in fixed assets."" Which factor is highlighted by the aforesaid statement?"
cq_001022_4af8cd1f3c,1,2025,AfterBoards CUET Business Studies PYQs linked file,https://www.afterboards.in/past-year-questions/cuet-business-studies/2025/slot-18,"""Since Arun is planning to initiate the business from a small level, the quantum of inventory and debtors required is generally low."" Which factor is highlighted by the aforesaid statement?"
cq_001023_9007d23978,1,2025,AfterBoards CUET Business Studies PYQs linked file,https://www.afterboards.in/past-year-questions/cuet-business-studies/2025/slot-18,What would be the total capital requirement of the business?
cq_001024_12804362d5,1,2025,AfterBoards CUET Business Studies PYQs linked file,https://www.afterboards.in/past-year-questions/cuet-business-studies/2025/slot-18,"""He is working out to ensure that enough funds are available at right time."" The above statement indicates that Arun is involved in:"
cq_001025_14b54cecb5,1,2025,AfterBoards CUET Business Studies PYQs linked file,https://www.afterboards.in/past-year-questions/cuet-business-studies/2025/slot-18,What is the major issue in the case?
cq_001026_44eb2521e7,1,2025,AfterBoards CUET Business Studies PYQs linked file,https://www.afterboards.in/past-year-questions/cuet-business-studies/2025/slot-18,Identify the correct set of intermediaries involved in a three-level channel of distribution.
cq_001027_5b0d8e7a14,1,2025,AfterBoards CUET Business Studies PYQs linked file,https://www.afterboards.in/past-year-questions/cuet-business-studies/2025/slot-18,"SubQuestion No : 47
""The company must focus on adopting a three-level channel of distribution"". Identify the marketing mix discussed here."
cq_001028_bfb1048d77,1,2025,AfterBoards CUET Business Studies PYQs linked file,https://www.afterboards.in/past-year-questions/cuet-business-studies/2025/slot-18,"""The company charges low prices compared to their competitors in the market. This is done by the company to capture market share."" Identify the pricing objective adopted by the company in the aforesaid statement."
cq_001029_05b5fa4646,1,2025,AfterBoards CUET Business Studies PYQs linked file,https://www.afterboards.in/past-year-questions/cuet-business-studies/2025/slot-18,"""Concrete steps must be taken to monitor the image of the company in the eyes of the public"". Identify the element of promotion mix highlighted in the aforesaid statement."
cq_001030_cbf688d8f5,1,2025,AfterBoards CUET Business Studies PYQs linked file,https://www.afterboards.in/past-year-questions/cuet-business-studies/2025/slot-18,"""The company should use impersonal forms of communication to reach more audiences"". Identify the element of promotion mix highlighted in the aforesaid statement."
cq_001031_6f9adf01d1,1,2025,AfterBoards CUET Business Studies PYQs linked file,https://www.afterboards.in/past-year-questions/cuet-business-studies/2025/slot-19,"Which of the following are importance of organizing?
(A) Adaptation to change
(B) Clarity in working relationships
(C) Optimum utilization of resources
(D) Benefits of specialization

Choose the correct answer from the options given below:"
cq_001032_ae31b896a2,1,2025,AfterBoards CUET Business Studies PYQs linked file,https://www.afterboards.in/past-year-questions/cuet-business-studies/2025/slot-19,"Match List-I with List-II

| List-I | List-II |
| --- | --- |
| Concept | Equation |
| (A) Financial Leverage | (I) (Profit after tax+depreciation+interest+non cash expenses)/<br>(pref dividend+interest+repayment obligation) |
| (B) Net Working Capital | (II) Debt/Equity |
| (C) Interest Coverage Ratio | (III) Current Assets - Current Liabilities |
| (D) Debt service coverage ratio | (IV) EBIT/Interest |

Choose the correct answer from the options given below:"
cq_001033_eacaa9c52e,1,2025,AfterBoards CUET Business Studies PYQs linked file,https://www.afterboards.in/past-year-questions/cuet-business-studies/2025/slot-19,Identify the concept of entrepreneurial motivation that implies a desire to accomplish something difficult.
