source,year,date,shift,set_name,question_id,question_number,question_text,passage_text,case_text,option_a,option_b,option_c,option_d,correct_option,answer_source,question_type,difficulty_estimate,unit,chapter,subtopic,ncert_keyword_match,repeated_concept_cluster,confidence_score,source_url,raw_file_path,needs_review,normalized_question_key,exact_question_hash,canonical_question_id,source_tier,source_weight,year_weight,weighted_frequency_score,recency_weighted_score,duplicate_group_size,duplicate_source_urls
AfterBoards CUET Business Studies PYQs linked file,2025,2 June,2.0,2 June Shift 2,69200deee90ac7d3f74decba,45,What is the major issue in the case?,"Arun wants to open a retail mart. He is thinking over the selection of the best financing alternative. He made an estimation that Rs. 40 lakhs, is an adequate amount of money to start the venture. He is planning to finance the business by investing Rs. 25 lakhs of his own money and the rest would be financed by debts. He is very careful about the future cash-flow in the business because the cost of raising funds from external sources is significant. He is working out to ensure that enough funds are available at the right time. If adequate funds are not available, the firm will not be able to honour its commitments and carry out its plans. On the other hand, if excess funds are available, it will unnecessarily add to the cost and may encourage wasteful expenditure. Since it will be a trading business, it needs lower investment in fixed assets. Since Arun is planning to initiate the business from a small level, the quantum of inventory and debtors required is generally low.","Arun wants to open a retail mart. He is thinking over the selection of the best financing alternative. He made an estimation that Rs. 40 lakhs, is an adequate amount of money to start the venture. He is planning to finance the business by investing Rs. 25 lakhs of his own money and the rest would be financed by debts. He is very careful about the future cash-flow in the business because the cost of raising funds from external sources is significant. He is working out to ensure that enough funds are available at the right time. If adequate funds are not available, the firm will not be able to honour its commitments and carry out its plans. On the other hand, if excess funds are available, it will unnecessarily add to the cost and may encourage wasteful expenditure. Since it will be a trading business, it needs lower investment in fixed assets. Since Arun is planning to initiate the business from a small level, the quantum of inventory and debtors required is generally low.",Business Finance,Marketing Management,Organisational Structure,Leadership,A,AfterBoards CUET Business Studies PYQs linked file,case-based,hard,Unit X,Marketing,marketing meaning,"marketing, market, marketing management",Marketing :: marketing meaning,0.76,https://www.afterboards.in/past-year-questions/cuet-business-studies/2025/slot-18,C:\Users\shrey\OneDrive\Documents\New project\data\raw\afterboards.in_25a8fffe65f5f9e2.html,no,what is the major issue in the case finance marketing management organisational structure leadership,14b54cecb5055f146c15b16b,cq_001025_14b54cecb5,structured_pyq_site,0.65,1.0,0.65,0.65,1,https://www.afterboards.in/past-year-questions/cuet-business-studies/2025/slot-18
AfterBoards CUET Business Studies PYQs linked file,2025,2 June,2.0,2 June Shift 2,69200deee90ac7d3f74decbe,46,Identify the correct set of intermediaries involved in a three-level channel of distribution.,"A new company is thinking of launching its product in an already established industry, but before that, the company wants to test the acceptance of the product in the market. Thus, the company decided to distribute free samples and collect responses about the product from the consumers. On analyisng the data received from the sampled consumers, the following observations were noted:
<ol>
<li>The company charges low prices compared to their competitors in the market. This is done by the company to capture market share.</li>
<li>The company should use impersonal forms of communication to reach more audiences.</li>
<li>The company must focus on adopting a three-level channel of distribution.</li>
<li>Concrete steps must be taken to monitor the image of the company in the eyes of the public.</li>
</ol>","A new company is thinking of launching its product in an already established industry, but before that, the company wants to test the acceptance of the product in the market. Thus, the company decided to distribute free samples and collect responses about the product from the consumers. On analyisng the data received from the sampled consumers, the following observations were noted:
<ol>
<li>The company charges low prices compared to their competitors in the market. This is done by the company to capture market share.</li>
<li>The company should use impersonal forms of communication to reach more audiences.</li>
<li>The company must focus on adopting a three-level channel of distribution.</li>
<li>Concrete steps must be taken to monitor the image of the company in the eyes of the public.</li>
</ol>","Manufacturer, Retailer and Consumer","Manufacturer, Wholesaler and Retailer","Agent, Wholesaler and Retailer","Wholesaler, Retailer and Consumer",C,AfterBoards CUET Business Studies PYQs linked file,direct,easy,Unit X,Marketing,channels of distribution,"channel of distribution, wholesaler, retailer",Marketing :: channels of distribution,0.76,https://www.afterboards.in/past-year-questions/cuet-business-studies/2025/slot-18,C:\Users\shrey\OneDrive\Documents\New project\data\raw\afterboards.in_25a8fffe65f5f9e2.html,no,identify the set of intermediaries involved in a three level channel of distribution manufacturer retailer and consumer manufacturer wholesaler and retailer agent wholesaler and retailer wholesaler retailer and consumer,44eb2521e7ae80be6a4b9a75,cq_001026_44eb2521e7,structured_pyq_site,0.65,1.0,0.65,0.65,1,https://www.afterboards.in/past-year-questions/cuet-business-studies/2025/slot-18
AfterBoards CUET Business Studies PYQs linked file,2025,2 June,2.0,2 June Shift 2,69200deee90ac7d3f74decc2,47,"SubQuestion No : 47
""The company must focus on adopting a three-level channel of distribution"". Identify the marketing mix discussed here.","A new company is thinking of launching its product in an already established industry, but before that, the company wants to test the acceptance of the product in the market. Thus, the company decided to distribute free samples and collect responses about the product from the consumers. On analyisng the data received from the sampled consumers, the following observations were noted:
<ol><li>The company charges low prices compared to their competitors in the market. This is done by the company to capture market share.</li><li>The company should use impersonal forms of communication to reach more audiences.</li><li>The company must focus on adopting a three-level channel of distribution.</li><li>Concrete steps must be taken to monitor the image of the company in the eyes of the public.</li></ol>","A new company is thinking of launching its product in an already established industry, but before that, the company wants to test the acceptance of the product in the market. Thus, the company decided to distribute free samples and collect responses about the product from the consumers. On analyisng the data received from the sampled consumers, the following observations were noted:
<ol><li>The company charges low prices compared to their competitors in the market. This is done by the company to capture market share.</li><li>The company should use impersonal forms of communication to reach more audiences.</li><li>The company must focus on adopting a three-level channel of distribution.</li><li>Concrete steps must be taken to monitor the image of the company in the eyes of the public.</li></ol>",Product,Price,Place,Promotion,C,AfterBoards CUET Business Studies PYQs linked file,direct,easy,Unit X,Marketing,marketing mix,"marketing mix, product, price, place, promotion",Marketing :: marketing mix,0.89,https://www.afterboards.in/past-year-questions/cuet-business-studies/2025/slot-18,C:\Users\shrey\OneDrive\Documents\New project\data\raw\afterboards.in_25a8fffe65f5f9e2.html,no,subquestion no 47 the company must focus on adopting a three level channel of distribution identify the marketing mix discussed here product price place promotion,5b0d8e7a14b829d292464dd4,cq_001027_5b0d8e7a14,structured_pyq_site,0.65,1.0,0.65,0.65,1,https://www.afterboards.in/past-year-questions/cuet-business-studies/2025/slot-18
AfterBoards CUET Business Studies PYQs linked file,2025,2 June,2.0,2 June Shift 2,69200deee90ac7d3f74decc6,48,"""The company charges low prices compared to their competitors in the market. This is done by the company to capture market share."" Identify the pricing objective adopted by the company in the aforesaid statement.","A new company is thinking of launching its product in an already established industry, but before that, the company wants to test the acceptance of the product in the market. Thus, the company decided to distribute free samples and collect responses about the product from the consumers. On analyisng the data received from the sampled consumers, the following observations were noted:
<ol>
<li>The company charges low prices compared to their competitors in the market. This is done by the company to capture market share.</li>
<li>The company should use impersonal forms of communication to reach more audiences.</li>
<li>The company must focus on adopting a three-level channel of distribution.</li>
<li>Concrete steps must be taken to monitor the image of the company in the eyes of the public.</li>
</ol>","A new company is thinking of launching its product in an already established industry, but before that, the company wants to test the acceptance of the product in the market. Thus, the company decided to distribute free samples and collect responses about the product from the consumers. On analyisng the data received from the sampled consumers, the following observations were noted:
<ol>
<li>The company charges low prices compared to their competitors in the market. This is done by the company to capture market share.</li>
<li>The company should use impersonal forms of communication to reach more audiences.</li>
<li>The company must focus on adopting a three-level channel of distribution.</li>
<li>Concrete steps must be taken to monitor the image of the company in the eyes of the public.</li>
</ol>",Attaining product quality leadership,Obtaining market share leadership,Surviving in the competitive market,Attaining large scale production leadership,B,AfterBoards CUET Business Studies PYQs linked file,case-based,medium,Unit VII,Directing,communication,"communication, personal",Directing :: communication,0.62,https://www.afterboards.in/past-year-questions/cuet-business-studies/2025/slot-18,C:\Users\shrey\OneDrive\Documents\New project\data\raw\afterboards.in_25a8fffe65f5f9e2.html,no,the company charges low prices compared to their competitors in the market this is done by the company to capture market share identify the pricing objective adopted by the company in the aforesaid statement attaining product quality leadership obtaining market share leadership surviving in the competitive market attaining large scale production leadership,bfb1048d77e1d6f978928ba4,cq_001028_bfb1048d77,structured_pyq_site,0.65,1.0,0.65,0.65,1,https://www.afterboards.in/past-year-questions/cuet-business-studies/2025/slot-18
AfterBoards CUET Business Studies PYQs linked file,2025,2 June,2.0,2 June Shift 2,69200deee90ac7d3f74decca,49,"""Concrete steps must be taken to monitor the image of the company in the eyes of the public"". Identify the element of promotion mix highlighted in the aforesaid statement.","A new company is thinking of launching its product in an already established industry, but before that, the company wants to test the acceptance of the product in the market. Thus, the company decided to distribute free samples and collect responses about the product from the consumers. On analyisng the data received from the sampled consumers, the following observations were noted:

<ol>
 <li>The company charges low prices compared to their competitors in the market. This is done by the company to capture market share.</li>
 <li>The company should use impersonal forms of communication to reach more audiences.</li>
 <li>The company must focus on adopting a three-level channel of distribution.</li>
 <li>Concrete steps must be taken to monitor the image of the company in the eyes of the public.</li>
</ol>","A new company is thinking of launching its product in an already established industry, but before that, the company wants to test the acceptance of the product in the market. Thus, the company decided to distribute free samples and collect responses about the product from the consumers. On analyisng the data received from the sampled consumers, the following observations were noted:

<ol>
 <li>The company charges low prices compared to their competitors in the market. This is done by the company to capture market share.</li>
 <li>The company should use impersonal forms of communication to reach more audiences.</li>
 <li>The company must focus on adopting a three-level channel of distribution.</li>
 <li>Concrete steps must be taken to monitor the image of the company in the eyes of the public.</li>
</ol>",Advertising,Public Relations,Personal Selling,Sales Promotion,B,AfterBoards CUET Business Studies PYQs linked file,statement-based,medium,Unit X,Marketing,promotion,"promotion, advertising, personal selling, sales promotion, public relations",Marketing :: promotion,0.89,https://www.afterboards.in/past-year-questions/cuet-business-studies/2025/slot-18,C:\Users\shrey\OneDrive\Documents\New project\data\raw\afterboards.in_25a8fffe65f5f9e2.html,no,concrete steps must be taken to monitor the image of the company in the eyes of the public identify the element of promotion mix highlighted in the aforesaid statement advertising public relations personal selling sales promotion,05b5fa4646fb19b66a1808c8,cq_001029_05b5fa4646,structured_pyq_site,0.65,1.0,0.65,0.65,1,https://www.afterboards.in/past-year-questions/cuet-business-studies/2025/slot-18
AfterBoards CUET Business Studies PYQs linked file,2025,2 June,2.0,2 June Shift 2,69200deee90ac7d3f74decce,50,"""The company should use impersonal forms of communication to reach more audiences"". Identify the element of promotion mix highlighted in the aforesaid statement.","A new company is thinking of launching its product in an already established industry, but before that, the company wants to test the acceptance of the product in the market. Thus, the company decided to distribute free samples and collect responses about the product from the consumers. On analyisng the data received from the sampled consumers, the following observations were noted:

<ol>
 <li>The company charges low prices compared to their competitors in the market. This is done by the company to capture market share.</li>
 <li>The company should use impersonal forms of communication to reach more audiences.</li>
 <li>The company must focus on adopting a three-level channel of distribution.</li>
 <li>Concrete steps must be taken to monitor the image of the company in the eyes of the public.</li>
</ol>","A new company is thinking of launching its product in an already established industry, but before that, the company wants to test the acceptance of the product in the market. Thus, the company decided to distribute free samples and collect responses about the product from the consumers. On analyisng the data received from the sampled consumers, the following observations were noted:

<ol>
 <li>The company charges low prices compared to their competitors in the market. This is done by the company to capture market share.</li>
 <li>The company should use impersonal forms of communication to reach more audiences.</li>
 <li>The company must focus on adopting a three-level channel of distribution.</li>
 <li>Concrete steps must be taken to monitor the image of the company in the eyes of the public.</li>
</ol>",Advertising,Personal Selling,Public Relations,Sales Promotion,A,AfterBoards CUET Business Studies PYQs linked file,statement-based,medium,Unit X,Marketing,promotion,"promotion, advertising, personal selling, sales promotion, public relations",Marketing :: promotion,0.89,https://www.afterboards.in/past-year-questions/cuet-business-studies/2025/slot-18,C:\Users\shrey\OneDrive\Documents\New project\data\raw\afterboards.in_25a8fffe65f5f9e2.html,no,the company should use impersonal forms of communication to reach more audiences identify the element of promotion mix highlighted in the aforesaid statement advertising personal selling public relations sales promotion,cbf688d8f5098418d60a0211,cq_001030_cbf688d8f5,structured_pyq_site,0.65,1.0,0.65,0.65,1,https://www.afterboards.in/past-year-questions/cuet-business-studies/2025/slot-18
AfterBoards CUET Business Studies PYQs linked file,2025,3 June,1.0,3 June Shift 1,69200e6b719ff4e0232d6b2b,1,"Which of the following are importance of organizing?
(A) Adaptation to change
(B) Clarity in working relationships
(C) Optimum utilization of resources
(D) Benefits of specialization

Choose the correct answer from the options given below:",,,"(A), (B) and (D) only","(A), (B) and (C) only","(A), (B), (C) and (D)","(B), (C) and (D) only",C,AfterBoards CUET Business Studies PYQs linked file,direct,easy,Unit V,Organising,importance,"clarity in working relationships, adaptation to change",Organising :: importance,0.72,https://www.afterboards.in/past-year-questions/cuet-business-studies/2025/slot-19,C:\Users\shrey\OneDrive\Documents\New project\data\raw\afterboards.in_33289541bec64c78.html,no,which of the following are importance of organizing a adaptation to change b clarity in working relationships c optimum utilization of resources d benefits of specialization choose the from the options given below a b and d only a b and c only a b c and d b c and d only,6f9adf01d1ff03c3f9323fd2,cq_001031_6f9adf01d1,structured_pyq_site,0.65,1.0,0.65,0.65,1,https://www.afterboards.in/past-year-questions/cuet-business-studies/2025/slot-19
AfterBoards CUET Business Studies PYQs linked file,2025,3 June,1.0,3 June Shift 1,69200e6b719ff4e0232d6b2f,2,"Match List-I with List-II

| List-I | List-II |
| --- | --- |
| Concept | Equation |
| (A) Financial Leverage | (I) (Profit after tax+depreciation+interest+non cash expenses)/<br>(pref dividend+interest+repayment obligation) |
| (B) Net Working Capital | (II) Debt/Equity |
| (C) Interest Coverage Ratio | (III) Current Assets - Current Liabilities |
| (D) Debt service coverage ratio | (IV) EBIT/Interest |

Choose the correct answer from the options given below:",,,"(A) - (I), (B) - (II), (C) - (III), (D) - (IV)","(A) - (I), (B) - (III), (C) - (II), (D) - (IV)","(A) - (I), (B) - (II), (C) - (IV), (D) - (III)","(A) - (II), (B) - (III), (C) - (IV), (D) - (I)",D,AfterBoards CUET Business Studies PYQs linked file,match-the-following,medium,Unit IX,Business Finance,financing decision,"debt, equity",Business Finance :: financing decision,0.64,https://www.afterboards.in/past-year-questions/cuet-business-studies/2025/slot-19,C:\Users\shrey\OneDrive\Documents\New project\data\raw\afterboards.in_33289541bec64c78.html,no,match list i with list ii list i list ii concept equation a financial leverage i profit after tax depreciation interest non cash expenses br pref dividend interest repayment obligation b net working capital ii debt equity c interest coverage ratio iii current assets current liabilities d debt service coverage ratio iv ebit interest choose the from the options given below a i b ii c iii d iv a i b iii c ii d iv a i b ii c iv d iii a ii b iii c iv d i,ae31b896a2dceea48956022c,cq_001032_ae31b896a2,structured_pyq_site,0.65,1.0,0.65,0.65,1,https://www.afterboards.in/past-year-questions/cuet-business-studies/2025/slot-19
AfterBoards CUET Business Studies PYQs linked file,2025,3 June,1.0,3 June Shift 1,69200e6b719ff4e0232d6b33,3,Identify the concept of entrepreneurial motivation that implies a desire to accomplish something difficult.,,,Need for Power,Need for Achievement,Need for Affiliation,Need for Autonomy,B,AfterBoards CUET Business Studies PYQs linked file,direct,easy,Unit XII,Entrepreneurship Development,competencies and values,"motivation, achievement",Entrepreneurship Development :: competencies and values,0.59,https://www.afterboards.in/past-year-questions/cuet-business-studies/2025/slot-19,C:\Users\shrey\OneDrive\Documents\New project\data\raw\afterboards.in_33289541bec64c78.html,no,identify the concept of entrepreneurial motivation that implies a desire to accomplish something difficult need for power need for achievement need for affiliation need for autonomy,eacaa9c52ec1f00b9d6ad6a5,cq_001033_eacaa9c52e,structured_pyq_site,0.65,1.0,0.65,0.65,1,https://www.afterboards.in/past-year-questions/cuet-business-studies/2025/slot-19
AfterBoards CUET Business Studies PYQs linked file,2025,3 June,1.0,3 June Shift 1,69200e6c719ff4e0232d6b37,4,Identify the importance of controlling.,,,Judging accuracy of standards,Clarity in working relationships,Difficulty in setting quantitative standards,Costly affair,A,AfterBoards CUET Business Studies PYQs linked file,direct,easy,Unit VIII,Controlling,meaning and importance,"controlling, standards",Controlling :: meaning and importance,0.59,https://www.afterboards.in/past-year-questions/cuet-business-studies/2025/slot-19,C:\Users\shrey\OneDrive\Documents\New project\data\raw\afterboards.in_33289541bec64c78.html,no,identify the importance of controlling judging accuracy of standards clarity in working relationships difficulty in setting quantitative standards costly affair,6590f275f2b3ac02ddfd658b,cq_001034_6590f275f2,structured_pyq_site,0.65,1.0,0.65,0.65,1,https://www.afterboards.in/past-year-questions/cuet-business-studies/2025/slot-19
AfterBoards CUET Business Studies PYQs linked file,2025,3 June,1.0,3 June Shift 1,69200e6c719ff4e0232d6b3b,5,Which of the following is NOT the basic characteristic of management?,,,Management is a goal-oriented,Management is all pervasive,Management is unidimensional,Management is a group activity,C,AfterBoards CUET Business Studies PYQs linked file,direct,easy,Unit I,Nature and Significance of Management,features of management,"goal oriented, pervasive, group activity",Nature and Significance of Management :: features of management,0.76,https://www.afterboards.in/past-year-questions/cuet-business-studies/2025/slot-19,C:\Users\shrey\OneDrive\Documents\New project\data\raw\afterboards.in_33289541bec64c78.html,no,which of the following is not the basic characteristic of management management is a goal oriented management is all pervasive management is unidimensional management is a group activity,5976c946309705564cd8ec55,cq_001035_5976c94630,structured_pyq_site,0.65,1.0,0.65,0.65,1,https://www.afterboards.in/past-year-questions/cuet-business-studies/2025/slot-19
AfterBoards CUET Business Studies PYQs linked file,2025,3 June,1.0,3 June Shift 1,69200e6c719ff4e0232d6b3f,6,"""Management is the process of designing and maintaining an environment in which individuals, working together in groups, efficiently accomplish selected aims."" This definition of management was given by:",,,Robert L.,Kreitner,Harold Koontz and Heinz Weihrich,M. Gene Newport,C,AfterBoards CUET Business Studies PYQs linked file,definition,easy,Unit I,Nature and Significance of Management,meaning and objectives,management,Nature and Significance of Management :: meaning and objectives,0.38,https://www.afterboards.in/past-year-questions/cuet-business-studies/2025/slot-19,C:\Users\shrey\OneDrive\Documents\New project\data\raw\afterboards.in_33289541bec64c78.html,no,management is the process of designing and maintaining an environment in which individuals working together in groups efficiently accomplish selected aims this definition of management was given by robert l kreitner harold koontz and heinz weihrich m gene newport,afc2b05ed8dc4a73fede5e14,cq_001036_afc2b05ed8,structured_pyq_site,0.65,1.0,0.65,0.65,1,https://www.afterboards.in/past-year-questions/cuet-business-studies/2025/slot-19
AfterBoards CUET Business Studies PYQs linked file,2025,3 June,1.0,3 June Shift 1,69200e6c719ff4e0232d6b43,7,âCoordination is balancing and keeping together the team by ensuring suitable allocation of tasks to the various members and seeing that the tasks are performed with harmony among the members themselves.â This definition of coordination was given by:,,,E.F.L. Brech,McFarland,Theo Haimann,F.W. Taylor,A,AfterBoards CUET Business Studies PYQs linked file,definition,easy,Unit II,Principles of Management,Taylor scientific management,taylor,Principles of Management :: Taylor scientific management,0.39,https://www.afterboards.in/past-year-questions/cuet-business-studies/2025/slot-19,C:\Users\shrey\OneDrive\Documents\New project\data\raw\afterboards.in_33289541bec64c78.html,no,coordination is balancing and keeping together the team by ensuring suitable allocation of tasks to the various members and seeing that the tasks are performed with harmony among the members themselves this definition of coordination was given by e f l brech mcfarland theo haimann f w taylor,164d06262b9d1dbcebf99799,cq_001037_164d06262b,structured_pyq_site,0.65,1.0,0.65,0.65,1,https://www.afterboards.in/past-year-questions/cuet-business-studies/2025/slot-19
AfterBoards CUET Business Studies PYQs linked file,2025,3 June,1.0,3 June Shift 1,69200e6c719ff4e0232d6b47,8,"Arrange the following needs in correct order as per Maslow's Need Hierarchy Theory.

(A) Esteem needs
(B) Affiliation needs
(C) Safety needs
(D) Physiological needs

Choose the correct answer from the options given below:",,,"(D), (C), (B), (A)","(A), (C), (B), (D)","(B), (A), (D), (C)","(C), (B), (D), (A)",A,AfterBoards CUET Business Studies PYQs linked file,chronology,easy,Unit VII,Directing,Maslow hierarchy,"maslow, physiological, safety, esteem",Directing :: Maslow hierarchy,0.81,https://www.afterboards.in/past-year-questions/cuet-business-studies/2025/slot-19,C:\Users\shrey\OneDrive\Documents\New project\data\raw\afterboards.in_33289541bec64c78.html,no,arrange the following needs in order as per maslow s need hierarchy theory a esteem needs b affiliation needs c safety needs d physiological needs choose the from the options given below d c b a a c b d b a d c c b d a,76e4f03f2c66b4fa61899cf3,cq_001038_76e4f03f2c,structured_pyq_site,0.65,1.0,0.65,0.65,1,https://www.afterboards.in/past-year-questions/cuet-business-studies/2025/slot-19
AfterBoards CUET Business Studies PYQs linked file,2025,3 June,1.0,3 June Shift 1,69200e6c719ff4e0232d6b4b,9,Which of the following is NOT the function of Management?,,,Planning,Organizing,Controlling,Publicity,D,AfterBoards CUET Business Studies PYQs linked file,direct,easy,Unit I,Nature and Significance of Management,functions of management,"planning, controlling",Nature and Significance of Management :: functions of management,0.59,https://www.afterboards.in/past-year-questions/cuet-business-studies/2025/slot-19,C:\Users\shrey\OneDrive\Documents\New project\data\raw\afterboards.in_33289541bec64c78.html,no,which of the following is not the function of management planning organizing controlling publicity,004004118c7eb41f97b79515,cq_001039_004004118c,structured_pyq_site,0.65,1.0,0.65,0.65,1,https://www.afterboards.in/past-year-questions/cuet-business-studies/2025/slot-19
AfterBoards CUET Business Studies PYQs linked file,2025,3 June,1.0,3 June Shift 1,69200e6c719ff4e0232d6b4f,10,"Which of the following factors constitutes the specific environment of business?

(A) Economic Environment

(B) Suppliers

(C) Technological Environment

(D) Competitors

Choose the correct answer from the options given below:",,,(A) and (C) only,(B) and (D) only,"(A), (B), (C) and (D)","(B), (C) and (D) only",B,AfterBoards CUET Business Studies PYQs linked file,direct,easy,Unit III,Business Environment,dimensions,"economic environment, technological environment",Business Environment :: dimensions,0.73,https://www.afterboards.in/past-year-questions/cuet-business-studies/2025/slot-19,C:\Users\shrey\OneDrive\Documents\New project\data\raw\afterboards.in_33289541bec64c78.html,no,which of the following factors constitutes the specific environment of a economic environment b suppliers c technological environment d competitors choose the from the options given below a and c only b and d only a b c and d b c and d only,140952c36d7797486a7e1642,cq_001040_140952c36d,structured_pyq_site,0.65,1.0,0.65,0.65,1,https://www.afterboards.in/past-year-questions/cuet-business-studies/2025/slot-19
AfterBoards CUET Business Studies PYQs linked file,2025,3 June,1.0,3 June Shift 1,69200e6c719ff4e0232d6b53,11,"""Political conditions in the USA, differ from those in China and Pakistan"". Identify the feature of business environment highlighted in the aforesaid statement.",,,Complexity,Relativity,Inter-relatedness,Dynamic Nature,B,AfterBoards CUET Business Studies PYQs linked file,statement-based,easy,Unit III,Business Environment,meaning and features,"business environment, dynamic, complexity",Business Environment :: meaning and features,0.76,https://www.afterboards.in/past-year-questions/cuet-business-studies/2025/slot-19,C:\Users\shrey\OneDrive\Documents\New project\data\raw\afterboards.in_33289541bec64c78.html,no,political conditions in the usa differ from those in china and pakistan identify the feature of environment highlighted in the aforesaid statement complexity relativity inter relatedness dynamic nature,37c9127ba9c3e2c0736360da,cq_001041_37c9127ba9,structured_pyq_site,0.65,1.0,0.65,0.65,1,https://www.afterboards.in/past-year-questions/cuet-business-studies/2025/slot-19
AfterBoards CUET Business Studies PYQs linked file,2025,3 June,1.0,3 June Shift 1,69200e6c719ff4e0232d6b57,12,"Which principle of directing states that ""mere giving of an order is not sufficient""?",,,Unity of Command,Leadership,Harmony of objectives,Follow through,D,AfterBoards CUET Business Studies PYQs linked file,chronology,medium,Unit VII,Directing,leadership,"leadership, leader",Directing :: leadership,0.61,https://www.afterboards.in/past-year-questions/cuet-business-studies/2025/slot-19,C:\Users\shrey\OneDrive\Documents\New project\data\raw\afterboards.in_33289541bec64c78.html,no,which principle of directing states that mere giving of an order is not sufficient unity of command leadership harmony of objectives follow through,1e064b622687465ee2d5de4c,cq_001042_1e064b6226,structured_pyq_site,0.65,1.0,0.65,0.65,1,https://www.afterboards.in/past-year-questions/cuet-business-studies/2025/slot-19
AfterBoards CUET Business Studies PYQs linked file,2025,3 June,1.0,3 June Shift 1,69200e6c719ff4e0232d6b5b,13,KRA in controlling process stands for:,,,Key Reverse Areas,Key Result Action,Key Result Areas,Know Result Areas,C,AfterBoards CUET Business Studies PYQs linked file,direct,easy,Unit VIII,Controlling,meaning and importance,controlling,Controlling :: meaning and importance,0.43,https://www.afterboards.in/past-year-questions/cuet-business-studies/2025/slot-19,C:\Users\shrey\OneDrive\Documents\New project\data\raw\afterboards.in_33289541bec64c78.html,no,kra in controlling process stands for key reverse areas key result action key result areas know result areas,1313ccaa3cec4e58b950cdd4,cq_001043_1313ccaa3c,structured_pyq_site,0.65,1.0,0.65,0.65,1,https://www.afterboards.in/past-year-questions/cuet-business-studies/2025/slot-19
AfterBoards CUET Business Studies PYQs linked file,2025,3 June,1.0,3 June Shift 1,69200e6c719ff4e0232d6b5f,14,Which of the following is NOT related to the process of directing people in the organization?,,,Instructing,Budgeting,Guiding,Counselling,B,AfterBoards CUET Business Studies PYQs linked file,direct,easy,Unit VII,Directing,meaning and importance,directing,Directing :: meaning and importance,0.38,https://www.afterboards.in/past-year-questions/cuet-business-studies/2025/slot-19,C:\Users\shrey\OneDrive\Documents\New project\data\raw\afterboards.in_33289541bec64c78.html,no,which of the following is not related to the process of directing people in the organization instructing budgeting guiding counselling,33584385a0c14f1239b679ad,cq_001044_33584385a0,structured_pyq_site,0.65,1.0,0.65,0.65,1,https://www.afterboards.in/past-year-questions/cuet-business-studies/2025/slot-19
AfterBoards CUET Business Studies PYQs linked file,2025,3 June,1.0,3 June Shift 1,69200e6c719ff4e0232d6b63,15,âEliciting support of others in the ventureâ indicates which competency of entrepreneurial performance?,,,Persuasion,Persistence,Initiative,Problem-solving,A,AfterBoards CUET Business Studies PYQs linked file,direct,easy,Unit XII,Entrepreneurship Development,competencies and values,problem solving,Entrepreneurship Development :: competencies and values,0.42,https://www.afterboards.in/past-year-questions/cuet-business-studies/2025/slot-19,C:\Users\shrey\OneDrive\Documents\New project\data\raw\afterboards.in_33289541bec64c78.html,no,eliciting support of others in the venture indicates which competency of entrepreneurial performance persuasion persistence initiative problem solving,941799f744c16166b33d648e,cq_001045_941799f744,structured_pyq_site,0.65,1.0,0.65,0.65,1,https://www.afterboards.in/past-year-questions/cuet-business-studies/2025/slot-19
AfterBoards CUET Business Studies PYQs linked file,2025,3 June,1.0,3 June Shift 1,69200e6c719ff4e0232d6b67,16,Which among the following is NOT the feature of informal organization?,,,It has a definite structure to form a complex network of social relationships among members.,The standards of behaviour evolve from group norms rather than officially laid down rules and regulations.,independent channels of communication without specified direction of flow of information are developed by group members.,It emerges spontaneously and is not deliberately created by the management.,A,AfterBoards CUET Business Studies PYQs linked file,direct,easy,Unit VII,Directing,communication,communication,Directing :: communication,0.47,https://www.afterboards.in/past-year-questions/cuet-business-studies/2025/slot-19,C:\Users\shrey\OneDrive\Documents\New project\data\raw\afterboards.in_33289541bec64c78.html,no,which among the following is not the feature of informal organization it has a definite structure to form a complex network of social relationships among members the standards of behaviour evolve from group norms rather than officially laid down rules and regulations independent channels of communication without specified direction of flow of information are developed by group members it emerges spontaneously and is not deliberately created by the management,b59235f133e2b9df9f609614,cq_001046_b59235f133,structured_pyq_site,0.65,1.0,0.65,0.65,1,https://www.afterboards.in/past-year-questions/cuet-business-studies/2025/slot-19
AfterBoards CUET Business Studies PYQs linked file,2025,3 June,1.0,3 June Shift 1,69200e6c719ff4e0232d6b6b,17,"Identify the correct sequence of communication process.
(A) Media
(B) Sender
(C) Message
(D) Encoding

Choose the correct answer from the options given below:",,,"(A), (B), (C), (D)","(B), (C), (D), (A)","(B), (A), (D), (C)","(C), (B), (D), (A)",B,AfterBoards CUET Business Studies PYQs linked file,chronology,easy,Unit VII,Directing,communication,"communication, encoding",Directing :: communication,0.62,https://www.afterboards.in/past-year-questions/cuet-business-studies/2025/slot-19,C:\Users\shrey\OneDrive\Documents\New project\data\raw\afterboards.in_33289541bec64c78.html,no,identify the sequence of communication process a media b sender c message d encoding choose the from the options given below a b c d b c d a b a d c c b d a,fcdb37365018f816764be239,cq_001047_fcdb373650,structured_pyq_site,0.65,1.0,0.65,0.65,1,https://www.afterboards.in/past-year-questions/cuet-business-studies/2025/slot-19
