canonical_question_id,chapter,subtopic,ncert_heading,ncert_page,ncert_paragraph,ncert_concept,concept_type,question_pattern,micro_concept,final_confidence,needs_review
cq_001025_14b54cecb5,Business Finance,financial planning,Financial Planning,,,financial planning; forecasting; fund requirement; availability of funds,definition,case-study diagnosis,recruitment,0.69,true
cq_001026_44eb2521e7,Marketing,channels of distribution,Channels Of Distribution,,,channel of distribution; middlemen; wholesaler; retailer; physical distribution,definition,chronology/process order,place/channel,0.99,false
cq_001027_5b0d8e7a14,Marketing,marketing mix,Marketing Mix,,,marketing mix; four ps; product; price; place; promotion,definition,chronology/process order,place/channel,0.99,false
cq_001028_bfb1048d77,Marketing,Pricing,Pricing,,,,definition,chronology/process order,price mix,0.35,true
cq_001029_05b5fa4646,Marketing,promotion,Promotion,,,promotion; advertising; personal selling; sales promotion; public relations,definition,chronology/process order,promotion mix,0.99,false
cq_001030_cbf688d8f5,Marketing,promotion,Promotion,,,promotion; advertising; personal selling; sales promotion; public relations,definition,chronology/process order,promotion mix,0.99,false
cq_001031_6f9adf01d1,Organising,importance,Importance,,,benefits of specialisation; clarity in working relationships; optimum utilisation; adaptation to change; effective administration,definition,definition-based,importance,0.99,false
cq_001032_ae31b896a2,Business Finance,financial ratios,Financial Ratios,,,,definition,match-the-following,financial risk,0.36,true
cq_001033_eacaa9c52e,Entrepreneurship Development,need and characteristics,Need And Characteristics,,,need for entrepreneurship; characteristics; initiative; confidence; creativity; perseverance,feature,example-to-concept,entrepreneurship,0.90,false
cq_001034_6590f275f2,Controlling,meaning and importance,Meaning And Importance,,,controlling; standards; deviation; corrective action; goal oriented,definition,definition-based,controlling,0.45,true
cq_001035_5976c94630,Nature and Significance of Management,features of management,Features Of Management,,,features; goal oriented; pervasive; multidimensional; continuous process; group activity; dynamic function,process,feature-identification,management,0.99,false
cq_001036_afc2b05ed8,Business Environment,dimensions,Dimensions,,,economic environment; social environment; technological environment; political environment; legal environment,definition,definition-based,environment,0.41,true
cq_001037_164d06262b,Nature and Significance of Management,coordination,Coordination,,,coordination; essence of management; integrates group efforts,definition,principle-identification,coordination,0.91,false
cq_001038_76e4f03f2c,Directing,Maslow hierarchy,Maslow Hierarchy,,,maslow; physiological; safety; belongingness; esteem; self actualisation,definition,chronology/process order,maslow hierarchy,0.97,false
cq_001039_004004118c,Nature and Significance of Management,functions of management,Functions Of Management,,,planning; organising; staffing; directing; controlling; coordination,definition,feature-identification,management,0.99,false
cq_001040_140952c36d,Business Environment,dimensions,Dimensions,,,economic environment; social environment; technological environment; political environment; legal environment,definition,definition-based,environment,0.81,false
cq_001041_37c9127ba9,Business Environment,meaning and features,Meaning And Features,,,business environment; specific forces; general forces; dynamic; uncertainty; complexity,feature,statement true/false,environment,0.99,false
cq_001042_1e064b6226,Directing,leadership,Leadership,,,leadership; leader; autocratic; democratic; laissez faire; qualities of leader,definition,principle-identification,unity of command,0.56,true
cq_001043_1313ccaa3c,Controlling,meaning and importance,Meaning And Importance,,,controlling; standards; deviation; corrective action; goal oriented,definition,definition-based,areas,0.88,false
cq_001044_33584385a0,Directing,meaning and importance,Meaning And Importance,,,directing; supervision; motivation; leadership; communication; integrates efforts,definition,feature-identification,types of plans,0.76,false
cq_001045_941799f744,Entrepreneurship Development,competencies and values,Competencies And Values,,,entrepreneurial competencies; values; motivation; achievement; problem solving,definition,definition-based,entrepreneur characteristics,0.79,false
cq_001046_b59235f133,Directing,communication,Communication,,,communication; encoding; decoding; feedback; formal communication; informal communication; barriers; semantic; psychological; organisational; personal,definition,feature-identification,types of plans,0.53,true
cq_001047_fcdb373650,Directing,communication,Communication,,,communication; encoding; decoding; feedback; formal communication; informal communication; barriers; semantic; psychological; organisational; personal,definition,chronology/process order,communication,0.99,false
cq_001048_67454a9c86,Controlling,meaning and importance,Meaning And Importance,,,controlling; standards; deviation; corrective action; goal oriented,definition,definition-based,controlling,0.99,false
cq_001049_6886ecb1ad,Controlling,relationship with planning,Relationship With Planning,,,planning and controlling; interdependent; forward looking; backward looking,definition,definition-based,planning,0.49,true
cq_001050_37270e04bc,Principles of Management,Fayol principles,Fayol Principles,,,fayol; division of work; authority; discipline; unity of command; unity of direction; scalar chain; esprit de corps,principle,principle-identification,unity of command,0.93,false
cq_001051_6b985a3e90,Consumer Protection,importance,Importance,,,consumer protection; consumer interest; business responsibility; consumer awareness,definition,definition-based,delegation,0.99,false
cq_001052_0ce7667c4f,Consumer Protection,consumer rights,Consumer Rights,,,right to safety; right to be informed; right to choose; right to be heard; right to seek redressal; right to consumer education,definition,feature-identification,consumer rights,0.99,false
cq_001053_a32b376d6f,Planning,types of plans,Types Of Plans,,,objectives; strategy; policy; procedure; method; rule; programme; budget,process,feature-identification,types of plans,0.99,false
cq_001054_0bec7c814c,Staffing,staffing process,Staffing Process,,,estimating manpower requirements; recruitment; selection; placement; orientation; training; performance appraisal; promotion; compensation,process,definition-based,delegation,0.99,false
cq_001055_0af93f7d2d,Planning,limitations,Limitations,,,limitations of planning; rigidity; dynamic environment; creativity; time consuming; false sense of security,definition,feature-identification,entrepreneur characteristics,0.99,false
cq_001056_493b43a2df,Consumer Protection,importance,Importance,,,consumer protection; consumer interest; business responsibility; consumer awareness,definition,definition-based,consumer redressal,0.76,false
cq_001057_4313c92f1d,Business Finance,financial management,Financial Management,,,financial management; wealth maximisation; profit maximisation; financial decisions,definition,feature-identification,management,0.58,true
cq_001058_8c79e7de50,Principles of Management,Fayol principles,Fayol Principles,,,fayol; division of work; authority; discipline; unity of command; unity of direction; scalar chain; esprit de corps,principle,feature-identification,unity of command,0.92,false
cq_001059_06da027b7c,Nature and Significance of Management,meaning and objectives,Meaning And Objectives,,,management; objectives; organisational objectives; social objectives; personal objectives,definition,feature-identification,types of plans,0.99,false
cq_001060_31461f7788,Staffing,selection,Selection,,,selection; employment test; interview; medical examination; reference check; job offer,definition,chronology/process order,selection,0.99,false
cq_001061_7e9580d6cf,Organising,decentralisation,Decentralisation,,,decentralisation; centralisation; decision making authority; initiative,definition,feature-identification,centralisation/decentralisation,0.73,true
cq_001062_e1ee2368b1,Business Environment,dimensions,Dimensions,,,economic environment; social environment; technological environment; political environment; legal environment,definition,match-the-following,environment,0.85,false
cq_001063_572cebd1b6,Planning,planning process,Planning Process,,,setting objectives; developing premises; identifying alternatives; evaluating alternatives; selecting an alternative; implementing plan; follow up,process,chronology/process order,types of plans,0.99,false
cq_001064_4215f39a7e,Principles of Management,Taylor scientific management,Taylor Scientific Management,,,taylor; scientific management; mental revolution; science not rule of thumb; harmony not discord,principle,match-the-following,scientific management,0.84,false
cq_001065_3d1b9fe1c8,Staffing,staffing process,Staffing Process,,,estimating manpower requirements; recruitment; selection; placement; orientation; training; performance appraisal; promotion; compensation,process,chronology/process order,recruitment,0.99,false
cq_001066_dfe454c520,Marketing,marketing mix,Marketing Mix,,,marketing mix; four ps; product; price; place; promotion,definition,match-the-following,product mix,0.99,false
cq_001067_d49d76c4a4,Principles of Management,Taylor scientific management,Taylor Scientific Management,,,taylor; scientific management; mental revolution; science not rule of thumb; harmony not discord,principle,principle-identification,scientific management,0.99,false
cq_001068_9782ffecea,Nature and Significance of Management,functions of management,Functions Of Management,,,planning; organising; staffing; directing; controlling; coordination,definition,definition-based,delegation,0.59,true
cq_001069_604a21393d,Consumer Protection,consumer rights,Consumer Rights,,,right to safety; right to be informed; right to choose; right to be heard; right to seek redressal; right to consumer education,definition,feature-identification,types of plans,0.47,true
cq_001070_0a514f198e,Staffing,selection,Selection,,,selection; employment test; interview; medical examination; reference check; job offer,definition,match-the-following,selection,0.77,false
cq_001071_b737435eca,Marketing,pricing,Pricing,,,pricing; price; price mix; skimming; penetration,definition,feature-identification,price mix,0.92,false
cq_001072_8073b572ca,Marketing,marketing mix,Marketing Mix,,,marketing mix; four ps; product; price; place; promotion,definition,statement true/false,marketing mix,0.99,false
cq_001073_ed74927a27,Marketing,marketing mix,Marketing Mix,,,marketing mix; four ps; product; price; place; promotion,definition,statement true/false,recruitment,0.99,false
cq_001074_002fa2f1cd,Marketing,promotion,Promotion,,,promotion; advertising; personal selling; sales promotion; public relations,definition,statement true/false,promotion mix,0.99,false
cq_001075_e007b3c5c9,Staffing,training and development,Training And Development,,,training; development; apprenticeship; internship; vestibule training; job rotation; case study,example,case-study diagnosis,types of plans,0.48,true
cq_001076_dcdbe323bd,Business Finance,financing decision,Financing Decision,,,financing decision; capital structure; debt; equity; financial risk; cost of capital,definition,definition-based,financial risk,0.65,true
cq_001077_9c41506b89,Business Finance,dividend decision,Dividend Decision,,,dividend decision; retained earnings; shareholders,definition,definition-based,financial risk,0.60,true
cq_001078_55bb738591,Business Finance,financial planning,Financial Planning,,,financial planning; forecasting; fund requirement; availability of funds,definition,statement true/false,financial risk,0.46,true
cq_001079_0d0c2b01a6,Business Finance,dividend decision,Dividend Decision,,,dividend decision; retained earnings; shareholders,definition,statement true/false,decision,0.57,true
cq_001080_08838efffe,Business Finance,financial management,Financial Management,,,financial management; wealth maximisation; profit maximisation; financial decisions,definition,statement true/false,types of plans,0.84,false
cq_001081_1ec265709f,Business Environment,dimensions,Dimensions,,,economic environment; social environment; technological environment; political environment; legal environment,definition,statement true/false,environment,0.99,false
cq_001082_f89e54418b,Controlling,control process,Control Process,,,setting performance standards; measurement of performance; comparing performance; analysing deviations; critical point control; management by exception; corrective action,process,chronology/process order,actual,0.92,false
cq_001083_8c3a69dcee,Physical Distribution,Functions of Physical Distribution,Functions Of Physical Distribution,,,,definition,definition-based,product mix,0.35,true
cq_001084_68a6e2f154,Entrepreneurship Development,concept and functions,Concept And Functions,,,entrepreneurship; entrepreneur; risk bearing; innovation; organisation building,definition,statement true/false,activity,0.53,true
cq_001085_c7d8fcb2d4,Business Environment,dimensions,Dimensions,,,economic environment; social environment; technological environment; political environment; legal environment,definition,match-the-following,environment,0.99,false
cq_001086_ea9e3753aa,Marketing,marketing mix,Marketing Mix,,,marketing mix; four ps; product; price; place; promotion,definition,definition-based,marketing mix,0.31,true
cq_001087_41d9fa59fc,Organising,delegation,Delegation,,,delegation; authority; responsibility; accountability; absoluteness of accountability,definition,definition-based,delegation,0.99,false
cq_001088_398c860bd1,Marketing,marketing mix,Marketing Mix,,,marketing mix; four ps; product; price; place; promotion,definition,definition-based,types of plans,0.55,true
cq_001089_4c4165cdcc,Organising,decentralisation,Decentralisation,,,decentralisation; centralisation; decision making authority; initiative,definition,case-study diagnosis,centralisation/decentralisation,0.55,true
cq_001090_568b3c6abb,Staffing,staffing process,Staffing Process,,,estimating manpower requirements; recruitment; selection; placement; orientation; training; performance appraisal; promotion; compensation,process,definition-based,recruitment,0.59,true
cq_001091_73c0b9daa5,Business Finance,financial planning,Financial Planning,,,financial planning; forecasting; fund requirement; availability of funds,definition,chronology/process order,financial,0.85,false
cq_001092_169c19c8c9,Directing,communication,Communication,,,communication; encoding; decoding; feedback; formal communication; informal communication; barriers; semantic; psychological; organisational; personal,definition,match-the-following,communication,0.88,false
cq_001093_4e4cc35ba1,Organising,organisation structure,Organisation Structure,,,organisation structure; span of management; functional structure; divisional structure,definition,definition-based,organization,0.51,true
cq_001094_816b1bc371,Consumer Protection,consumer rights,Consumer Rights,,,right to safety; right to be informed; right to choose; right to be heard; right to seek redressal; right to consumer education,definition,definition-based,helps,0.57,true
cq_001095_bfe083ef94,Consumer Protection,consumer rights,Consumer Rights,,,right to safety; right to be informed; right to choose; right to be heard; right to seek redressal; right to consumer education,definition,case-study diagnosis,consumer rights,0.91,false
cq_001096_0a005c1e25,Organising,organisation structure,Organisation Structure,,,organisation structure; span of management; functional structure; divisional structure,definition,definition-based,division of work,0.55,true
cq_001097_b2efc97d84,Staffing,selection,Selection,,,selection; employment test; interview; medical examination; reference check; job offer,definition,chronology/process order,selection,0.88,false
cq_001098_499416f632,Business Environment,dimensions,Dimensions,,,economic environment; social environment; technological environment; political environment; legal environment,definition,statement true/false,environment,0.58,true
cq_001099_d209e54069,Entrepreneurship Development,competencies and values,Competencies And Values,,,entrepreneurial competencies; values; motivation; achievement; problem solving,definition,definition-based,entrepreneur characteristics,0.54,true
cq_001100_d22b09b638,Business Finance,working capital,Working Capital,,,working capital; operating cycle; raw material; inventory; receivables; credit policy,definition,feature-identification,fixed capital,0.86,false
cq_001101_62fab746b9,Nature and Significance of Management,coordination,Coordination,,,coordination; essence of management; integrates group efforts,definition,statement true/false,management,0.42,true
cq_001102_572536a872,Directing,Maslow hierarchy,Maslow Hierarchy,,,maslow; physiological; safety; belongingness; esteem; self actualisation,definition,match-the-following,maslow hierarchy,0.31,true
cq_001103_065ee98fc2,Planning,types of plans,Types Of Plans,,,objectives; strategy; policy; procedure; method; rule; programme; budget,process,definition-based,plans,0.55,true
cq_001104_b7583ed4f9,Consumer Protection,consumer responsibilities,Consumer Responsibilities,,,consumer responsibilities; quality marks; cash memo; complaint,definition,definition-based,consumer,0.62,true
cq_001105_b469f074f8,Staffing,training and development,Training And Development,,,training; development; apprenticeship; internship; vestibule training; job rotation; case study,example,definition-based,training,0.84,false
cq_001106_13dbcc6e0a,Controlling,meaning and importance,Meaning And Importance,,,controlling; standards; deviation; corrective action; goal oriented,definition,statement true/false,discipline,0.74,true
cq_001107_edb1e215b8,Controlling,control process,Control Process,,,setting performance standards; measurement of performance; comparing performance; analysing deviations; critical point control; management by exception; corrective action,process,definition-based,types of plans,0.63,true
cq_001108_c1bec826c6,Principles of Management,Fayol principles,Fayol Principles,,,fayol; division of work; authority; discipline; unity of command; unity of direction; scalar chain; esprit de corps,principle,principle-identification,unity of command,0.58,true
cq_001109_41d09db010,Organising,formal and informal organisation,Formal And Informal Organisation,,,formal organisation; informal organisation; grapevine; official relationships,definition,feature-identification,types of plans,0.63,true
cq_001110_b4b752590c,Nature and Significance of Management,importance of management,Importance Of Management,,,importance; efficiency; effectiveness; dynamic organisation; personal objectives,definition,definition-based,resources,0.51,true
cq_001111_ffca9e70b6,Planning,types of plans,Types Of Plans,,,objectives; strategy; policy; procedure; method; rule; programme; budget,process,definition-based,types of plans,0.76,false
cq_001112_12cc20e637,Principles of Management,Taylor scientific management,Taylor Scientific Management,,,taylor; scientific management; mental revolution; science not rule of thumb; harmony not discord,principle,statement true/false,division of work,0.89,false
cq_001113_8b315ff88f,Nature and Significance of Management,meaning and objectives,Meaning And Objectives,,,management; objectives; organisational objectives; social objectives; personal objectives,definition,definition-based,types of plans,0.12,true
cq_001114_6b96879517,Marketing,marketing meaning,Marketing Meaning,,,marketing; market; customer needs; exchange mechanism; marketing management,definition,definition-based,marketing,0.73,true
cq_001115_16c5e620d8,Staffing,training and development,Training And Development,,,training; development; apprenticeship; internship; vestibule training; job rotation; case study,example,match-the-following,training,0.91,false
cq_001116_5ea5aeadb0,Nature and Significance of Management,features of management,Features Of Management,,,features; goal oriented; pervasive; multidimensional; continuous process; group activity; dynamic function,process,feature-identification,entrepreneur characteristics,0.58,true
cq_001117_1988fc0b2d,Planning,planning process,Planning Process,,,setting objectives; developing premises; identifying alternatives; evaluating alternatives; selecting an alternative; implementing plan; follow up,process,chronology/process order,types of plans,0.77,false
cq_001118_f401703f7b,Planning,types of plans,Types Of Plans,,,objectives; strategy; policy; procedure; method; rule; programme; budget,process,chronology/process order,types of plans,0.69,true
cq_001119_5b049977fa,Nature and Significance of Management,meaning and objectives,Meaning And Objectives,,,management; objectives; organisational objectives; social objectives; personal objectives,definition,statement true/false,unity of command,0.78,false
cq_001120_a9f0ee9c6e,Principles of Management,Fayol principles,Fayol Principles,,,fayol; division of work; authority; discipline; unity of command; unity of direction; scalar chain; esprit de corps,principle,statement true/false,unity of command,0.38,true
cq_001121_61a9e91988,Principles of Management,Fayol principles,Fayol Principles,,,fayol; division of work; authority; discipline; unity of command; unity of direction; scalar chain; esprit de corps,principle,statement true/false,unity of command,0.52,true
cq_001122_7556f14a99,Principles of Management,Fayol principles,Fayol Principles,,,fayol; division of work; authority; discipline; unity of command; unity of direction; scalar chain; esprit de corps,principle,statement true/false,unity of command,0.52,true
cq_001123_bed67c1360,Directing,communication,Communication,,,communication; encoding; decoding; feedback; formal communication; informal communication; barriers; semantic; psychological; organisational; personal,definition,case-study diagnosis,leadership style,0.41,true
cq_001124_80a52dea16,Organising,organisation structure,Organisation Structure,,,organisation structure; span of management; functional structure; divisional structure,definition,statement true/false,capital structure,0.50,true
cq_001125_768fb8688a,Business Finance,financial planning,Financial Planning,,,financial planning; forecasting; fund requirement; availability of funds,definition,statement true/false,types of plans,0.63,true
cq_001126_c80c11bfde,Business Finance,financing decision,Financing Decision,,,financing decision; capital structure; debt; equity; financial risk; cost of capital,definition,statement true/false,financial risk,0.78,false
cq_001127_73e7670f45,Business Finance,financing decision,Financing Decision,,,financing decision; capital structure; debt; equity; financial risk; cost of capital,definition,statement true/false,financial risk,0.65,true
cq_001128_e0b7eb4d82,Business Finance,investment decision,Investment Decision,,,investment decision; capital budgeting; fixed assets; risk; cash flows,definition,definition-based,financial risk,0.40,true
cq_001129_ae95cd8034,Consumer Protection,legal redressal,Legal Redressal,,,consumer protection act; district commission; state commission; national commission; redressal,definition,match-the-following,consumer redressal,0.88,false
cq_001130_5884193fef,Staffing,training and development,Training And Development,,,training; development; apprenticeship; internship; vestibule training; job rotation; case study,example,match-the-following,types of plans,0.73,true
cq_001131_4e219d4ddb,Staffing,meaning and importance,Meaning And Importance,,,staffing; human resource management; manpower; competent personnel,definition,match-the-following,promotion mix,0.48,true
cq_001132_c32244379f,Directing,motivation,Motivation,,,motivation; motive; incentive; positive motivation; negative motivation; financial incentives; non financial incentives,definition,definition-based,communication barriers,0.64,true
cq_001133_e2911fcb8e,Business Environment,meaning and features,Meaning And Features,,,business environment; specific forces; general forces; dynamic; uncertainty; complexity,feature,statement true/false,environment,0.80,false
cq_001134_32c2107c96,Business Environment,dimensions,Dimensions,,,economic environment; social environment; technological environment; political environment; legal environment,definition,definition-based,environment,0.81,false
cq_001135_5aaa190bbe,Business Environment,meaning and features,Meaning And Features,,,business environment; specific forces; general forces; dynamic; uncertainty; complexity,feature,definition-based,environment,0.86,false
cq_001136_2b33c80391,Marketing,marketing mix,Marketing Mix,,,marketing mix; four ps; product; price; place; promotion,definition,definition-based,marketing mix,0.91,false
cq_001137_67eb491a79,Staffing,training and development,Training And Development,,,training; development; apprenticeship; internship; vestibule training; job rotation; case study,example,definition-based,training,0.84,false
cq_001138_4eb751c998,Business Finance,financial management,Financial Management,,,financial management; wealth maximisation; profit maximisation; financial decisions,definition,definition-based,management,0.63,true
cq_001139_74f83e2628,Marketing,marketing meaning,Marketing Meaning,,,marketing; market; customer needs; exchange mechanism; marketing management,definition,definition-based,market,0.54,true
cq_001140_14b6a2d7f0,Controlling,control process,Control Process,,,setting performance standards; measurement of performance; comparing performance; analysing deviations; critical point control; management by exception; corrective action,process,chronology/process order,performance,0.63,true
cq_001141_c22abe8b16,Principles of Management,nature of principles,Nature Of Principles,,,principles of management; general guidelines; flexible; contingent; behavioural,principle,case-study diagnosis,principles,0.92,false
cq_001142_9f426e3ccb,Planning,meaning and features,Meaning And Features,,,planning; primary function; intellectual process; future oriented; pervasive,process,statement true/false,planning,0.81,false
cq_001143_a0deae13dd,Consumer Protection,legal redressal,Legal Redressal,,,consumer protection act; district commission; state commission; national commission; redressal,definition,definition-based,consumer redressal,0.87,false
cq_001144_cb47a66e75,Principles of Management,techniques of scientific management,Techniques Of Scientific Management,,,functional foremanship; standardisation; simplification; method study; motion study; time study; fatigue study; differential piece wage,definition,principle-identification,scientific management,0.87,false
cq_001145_1510d29e2d,Marketing,channels of distribution,Channels Of Distribution,,,channel of distribution; middlemen; wholesaler; retailer; physical distribution,definition,chronology/process order,place/channel,0.85,false
cq_001146_7c811532c0,Controlling,control process,Control Process,,,setting performance standards; measurement of performance; comparing performance; analysing deviations; critical point control; management by exception; corrective action,process,definition-based,ministry,0.42,true
cq_001147_8ae03cf777,Controlling,control process,Control Process,,,setting performance standards; measurement of performance; comparing performance; analysing deviations; critical point control; management by exception; corrective action,process,definition-based,process,0.63,true
cq_001148_82c2d620db,Marketing,product,Product,,,product; branding; brand name; brand mark; trademark; labelling; packaging,definition,match-the-following,products,0.55,true
cq_001149_b67397bcdd,Directing,communication,Communication,,,communication; encoding; decoding; feedback; formal communication; informal communication; barriers; semantic; psychological; organisational; personal,definition,definition-based,entrepreneur characteristics,0.59,true
cq_001150_ee6d1d18de,Nature and Significance of Management,functions of management,Functions Of Management,,,planning; organising; staffing; directing; controlling; coordination,definition,chronology/process order,management,0.90,false
cq_001151_dca291f5b9,Consumer Protection,consumer rights,Consumer Rights,,,right to safety; right to be informed; right to choose; right to be heard; right to seek redressal; right to consumer education,definition,match-the-following,consumer,0.43,true
cq_001152_5743174003,Marketing,marketing management philosophies,Marketing Management Philosophies,,,production concept; product concept; selling concept; marketing concept; societal marketing,definition,definition-based,marketing,0.91,false
cq_001153_6174baf9a5,Nature and Significance of Management,features of management,Features Of Management,,,features; goal oriented; pervasive; multidimensional; continuous process; group activity; dynamic function,process,feature-identification,leadership style,0.65,true
cq_001154_ffa51cdbc6,Business Finance,financial management,Financial Management,,,financial management; wealth maximisation; profit maximisation; financial decisions,definition,definition-based,maximise,0.82,false
cq_001155_8df59af03a,Entrepreneurship Development,need and characteristics,Need And Characteristics,,,need for entrepreneurship; characteristics; initiative; confidence; creativity; perseverance,feature,definition-based,entrepreneur characteristics,0.27,true
cq_001156_30ddc1eddf,Controlling,relationship with planning,Relationship With Planning,,,planning and controlling; interdependent; forward looking; backward looking,definition,definition-based,planning,0.85,false
cq_001157_05b3d48cbd,Principles of Management,techniques of scientific management,Techniques Of Scientific Management,,,functional foremanship; standardisation; simplification; method study; motion study; time study; fatigue study; differential piece wage,definition,principle-identification,unity of command,0.85,false
cq_001158_023fbe0827,Consumer Protection,consumer rights,Consumer Rights,,,right to safety; right to be informed; right to choose; right to be heard; right to seek redressal; right to consumer education,definition,definition-based,consumer rights,0.92,false
cq_001159_d517fae716,Entrepreneurship Development,concept and functions,Concept And Functions,,,entrepreneurship; entrepreneur; risk bearing; innovation; organisation building,definition,definition-based,entrepreneurship,0.52,true
cq_001160_2e2996eb97,Marketing,pricing,Pricing,,,pricing; price; price mix; skimming; penetration,definition,chronology/process order,price mix,0.29,true
cq_001161_4133890ac4,Staffing,staffing process,Staffing Process,,,estimating manpower requirements; recruitment; selection; placement; orientation; training; performance appraisal; promotion; compensation,process,chronology/process order,recruitment,0.91,false
cq_001162_b80f4f758f,Organising,decentralisation,Decentralisation,,,decentralisation; centralisation; decision making authority; initiative,definition,principle-identification,centralisation/decentralisation,0.40,true
cq_001163_f482ba5195,Directing,communication,Communication,,,communication; encoding; decoding; feedback; formal communication; informal communication; barriers; semantic; psychological; organisational; personal,definition,chronology/process order,communication,0.81,false
cq_001164_88958ffcc2,Staffing,recruitment,Recruitment,,,internal sources; external sources; transfer; promotion; advertisement; employment exchange; campus recruitment,definition,definition-based,recruitment,0.90,false
cq_001165_cd691cfb8f,Consumer Protection,consumer rights,Consumer Rights,,,right to safety; right to be informed; right to choose; right to be heard; right to seek redressal; right to consumer education,definition,definition-based,capital structure,0.41,true
cq_001166_bd77e3d5e8,Marketing,pricing,Pricing,,,pricing; price; price mix; skimming; penetration,definition,definition-based,price mix,0.54,true
cq_001167_4d57e25e86,Directing,leadership,Leadership,,,leadership; leader; autocratic; democratic; laissez faire; qualities of leader,definition,match-the-following,formal/informal organisation,0.41,true
cq_001168_1bfdf3f331,Marketing,promotion,Promotion,,,promotion; advertising; personal selling; sales promotion; public relations,definition,definition-based,selection,0.36,true
cq_001169_45b51da44d,Organising,meaning and process,Meaning And Process,,,organising; identification of activities; departmentalisation; assignment of duties; reporting relationships,process,definition-based,leadership style,0.40,true
cq_001170_7654577d39,Organising,meaning and process,Meaning And Process,,,organising; identification of activities; departmentalisation; assignment of duties; reporting relationships,process,definition-based,division of work,0.53,true
cq_001171_8df3c919ed,Organising,meaning and process,Meaning And Process,,,organising; identification of activities; departmentalisation; assignment of duties; reporting relationships,process,definition-based,leadership style,0.47,true
cq_001172_5e33b6bda4,Organising,meaning and process,Meaning And Process,,,organising; identification of activities; departmentalisation; assignment of duties; reporting relationships,process,definition-based,leadership style,0.53,true
cq_001173_46420df8c8,Organising,meaning and process,Meaning And Process,,,organising; identification of activities; departmentalisation; assignment of duties; reporting relationships,process,statement true/false,leadership style,0.55,true
cq_001174_492904b244,Nature and Significance of Management,functions of management,Functions Of Management,,,planning; organising; staffing; directing; controlling; coordination,definition,case-study diagnosis,management,0.76,false
cq_001175_9118461bcc,Nature and Significance of Management,functions of management,Functions Of Management,,,planning; organising; staffing; directing; controlling; coordination,definition,case-study diagnosis,management,0.74,true
cq_001176_e2dbb308ab,Nature and Significance of Management,functions of management,Functions Of Management,,,planning; organising; staffing; directing; controlling; coordination,definition,case-study diagnosis,management,0.91,false
cq_001177_f5cfdfc1df,Nature and Significance of Management,functions of management,Functions Of Management,,,planning; organising; staffing; directing; controlling; coordination,definition,case-study diagnosis,communication barriers,0.90,false
cq_001178_fa53e00531,Nature and Significance of Management,functions of management,Functions Of Management,,,planning; organising; staffing; directing; controlling; coordination,definition,case-study diagnosis,management,0.88,false
cq_001179_f20093c3ed,Consumer Protection,consumer rights,Consumer Rights,,,right to safety; right to be informed; right to choose; right to be heard; right to seek redressal; right to consumer education,definition,match-the-following,consumer rights,0.91,false
cq_001180_0b15a7955c,Marketing,promotion,Promotion,,,promotion; advertising; personal selling; sales promotion; public relations,definition,statement true/false,promotion mix,0.81,false
cq_001181_a25ab78292,Marketing,marketing management philosophies,Marketing Management Philosophies,,,production concept; product concept; selling concept; marketing concept; societal marketing,definition,chronology/process order,marketing,0.92,false
cq_001182_41e5af967e,Business Finance,working capital,Working Capital,,,working capital; operating cycle; raw material; inventory; receivables; credit policy,definition,definition-based,working capital,0.81,false
cq_001183_2c01802a75,Staffing,staffing process,Staffing Process,,,estimating manpower requirements; recruitment; selection; placement; orientation; training; performance appraisal; promotion; compensation,process,chronology/process order,recruitment,0.92,false
cq_001184_53e444edc9,Organising,meaning and process,Meaning And Process,,,organising; identification of activities; departmentalisation; assignment of duties; reporting relationships,process,chronology/process order,division of work,0.87,false
cq_001185_871ea91035,Organising,delegation,Delegation,,,delegation; authority; responsibility; accountability; absoluteness of accountability,definition,definition-based,delegation,0.88,false
cq_001186_bdf492c057,Staffing,training and development,Training And Development,,,training; development; apprenticeship; internship; vestibule training; job rotation; case study,example,case-study diagnosis,training,0.90,false
cq_001187_6c74edff68,Nature and Significance of Management,features of management,Features Of Management,,,features; goal oriented; pervasive; multidimensional; continuous process; group activity; dynamic function,process,case-study diagnosis,management,0.91,false
cq_001188_13bbdbfe21,Principles of Management,techniques of scientific management,Techniques Of Scientific Management,,,functional foremanship; standardisation; simplification; method study; motion study; time study; fatigue study; differential piece wage,definition,feature-identification,types of plans,0.92,false
cq_001189_23d2d05e90,Entrepreneurship Development,need and characteristics,Need And Characteristics,,,need for entrepreneurship; characteristics; initiative; confidence; creativity; perseverance,feature,chronology/process order,choose,0.50,true
cq_001190_7b44d2e932,Principles of Management,techniques of scientific management,Techniques Of Scientific Management,,,functional foremanship; standardisation; simplification; method study; motion study; time study; fatigue study; differential piece wage,definition,match-the-following,scientific management,0.91,false
cq_001191_c73d46ffb1,Business Finance,financing decision,Financing Decision,,,financing decision; capital structure; debt; equity; financial risk; cost of capital,definition,definition-based,financial risk,0.73,true
cq_001192_b16054985a,Business Environment,liberalisation privatisation globalisation,Liberalisation Privatisation Globalisation,,,liberalisation; privatisation; globalisation; lpg; new economic policy; demonetisation,definition,statement true/false,types of plans,0.87,false
cq_001193_49dac269ce,Marketing,promotion,Promotion,,,promotion; advertising; personal selling; sales promotion; public relations,definition,match-the-following,promotion mix,0.91,false
